token_address,from_address,to_address,value,transaction_hash,log_index,block_number
0x23581767a106ae21c074b2276d25e5c3e136a68b,0x7929af102bf265c54bd9716b3254f6d1fef40f84,0x3b968d2d299b895a5fcf3bba7a64ad0f566e6f88,4006,0xf7d31685920f726aa3a67bca91ac4aa4f7c8fd1b2b351805fe694c7585ec0dc3,228,16508237
0x23581767a106ae21c074b2276d25e5c3e136a68b,0x3b968d2d299b895a5fcf3bba7a64ad0f566e6f88,0x70b97a0da65c15dfb0ffa02aee6fa36e507c2762,4006,0xf7d31685920f726aa3a67bca91ac4aa4f7c8fd1b2b351805fe694c7585ec0dc3,236,16508237
0x23581767a106ae21c074b2276d25e5c3e136a68b,0x70b97a0da65c15dfb0ffa02aee6fa36e507c2762,0x5f6ac80cdb9e87f3cfa6a90e5140b9a16a361d5c,4006,0xf7d31685920f726aa3a67bca91ac4aa4f7c8fd1b2b351805fe694c7585ec0dc3,238,16508237
0x23581767a106ae21c074b2276d25e5c3e136a68b,0x5f6ac80cdb9e87f3cfa6a90e5140b9a16a361d5c,0x4117417a2eba58766501a1968e2cc1321d50f698,4006,0xf7d31685920f726aa3a67bca91ac4aa4f7c8fd1b2b351805fe694c7585ec0dc3,241,16508237
